PAIS,PAISNAME,PROVINCIA,PROVINCIANAME,DISTRITO,DISTRITONAME,CORREGCODE,CORREGIMIENTO
1,PANAMA,13,PANAMA OESTE,4,LA CHORRERA,13,LOS DIAZ
1,PANAMA,13,PANAMA OESTE,4,LA CHORRERA,12,LA REPRESA
1,PANAMA,13,PANAMA OESTE,4,LA CHORRERA,11,ITURRALDE
1,PANAMA,13,PANAMA OESTE,4,LA CHORRERA,3,AMADOR
1,PANAMA,13,PANAMA OESTE,4,LA CHORRERA,4,AROSEMENA
1,PANAMA,13,PANAMA OESTE,4,LA CHORRERA,5,EL ARADO
1,PANAMA,13,PANAMA OESTE,4,LA CHORRERA,6,EL COCO
1,PANAMA,13,PANAMA OESTE,4,LA CHORRERA,7,FEUILLET
1,PANAMA,13,PANAMA OESTE,4,LA CHORRERA,8,GUADALUPE
1,PANAMA,13,PANAMA OESTE,4,LA CHORRERA,9,HERRERA
1,PANAMA,13,PANAMA OESTE,4,LA CHORRERA,10,HURTADO
1,PANAMA,13,PANAMA OESTE,5,SAN CARLOS,7,LAS UVAS
1,PANAMA,13,PANAMA OESTE,5,SAN CARLOS,8,LOS LLANITOS
1,PANAMA,13,PANAMA OESTE,5,SAN CARLOS,6,LA LAGUNA
1,PANAMA,13,PANAMA OESTE,5,SAN CARLOS,5,LA ERMITA
1,PANAMA,13,PANAMA OESTE,5,SAN CARLOS,9,SAN JOSE
1,PANAMA,13,PANAMA OESTE,5,SAN CARLOS,3,EL HIGO
1,PANAMA,13,PANAMA OESTE,5,SAN CARLOS,2,EL ESPINO
1,PANAMA,13,PANAMA OESTE,5,SAN CARLOS,1,SAN CARLOS (CABECERA)
1,PANAMA,13,PANAMA OESTE,5,SAN CARLOS,4,GUAYABITO
1,PANAMA,16,COMARCA DE MADUNGANDI,38,MADUNGANDI,231,MADUNGANDI
1,PANAMA,17,COMARCA DE WARGANDI,37,WARGANDI,230,MORTI
